"KOMPAS.com - Pelatih Chelsea, Thomas Tuchel, memberikan pujian kepada Mason Mount. Mantan pelatih Paris Saint-Germain ini pun mengakui, sang pemain merupakan bagian sangat penting dalam tim.
Mason Mount menjadi pusat perhatian ketika Chelsea menaklukkan FC Porto pada leg pertama babak perempat final Liga Champions, Rabu (7/4/2021) atau Kamis dini hari WIB.
Pemain berusia 22 tahun tersebut mencetak gol pembuka dalam duel di Estadio Ramon Sanchez Pizjuan, Seville, Spanyol. Chelsea mengakhiri laga tersebut dengan kemenangan 2-0 setelah Ben Chilwell menggandakan keunggulan timnya.
Baca juga: Hasil Liga Champions, 5 Fakta Menarik Saat Chelsea Taklukkan FC Porto
""Penyelesaiannya sangat klinis. Mason memiliki kualitas untuk melakukan hal tersebut dan apa yang dilakukannyanya merupakan langkah besar bagi dirinya,"" ujar Tuchel dikutip dari Dailymail.
""Dia merupakan pemain muda yang sangat penting bagi skuad kami. Dia memiliki sikap yang bagus untuk meraih kesuksesan. Dia selalu mau belajar.""
Bagi Mason Mount, gol ini menjadi yang perdana di pentas Liga Champions. Dia pun tercatat sebagai pemain termuda Chelsea yang membobol gawang lawan pada fase knock out Liga Champions.

22 - Mason Mount has become @ChelseaFC's youngest ever goalscorer in a UEFA Champions League knockout match (22y 87d). His goal was from the Blues' first shot of the evening. Emergence. pic.twitter.com/9Ejz4sr2Is
— OptaJoe (@OptaJoe) April 7, 2021
Hasil ini tentu saja menjadi pelepas dahaga Chelsea yang baru saja meraih hasil buruk di pentas Premier League pada akhir pekan lalu. Ketika menjamu tim papan bawah, West Bromwich Albion, Chelsea menyerah 2-5.
""Ini merupakan respons yang hebat. Kami mengalami kekalahan telak. Ini merupakan tanggung jawab kami dan kami menerimanya. Selalu ada kemunduran dalam olahraga, dalam sepak bola, tetapi ini menjadi tantangan untuk bangkit.""
Baca juga: Hasil Liga Champions Porto VS Chelsea, The Blues di Ambang Pintu Semifinal
Meski sudah di ambang pintu semifinal, Tuchel tak ingin timnya larut dalam euforia. Dia berharap pasukannya siap menghadapi leg kedua pada pekan depan.
""Kami senang, tetapi tidak terlalu larut dalam kegembiraan. Secara keseluruhan, kami lolos dengan hasil yang sangat bagus ini. Tetapi kami perlu penampilan yang bagus pada Selasa depan. Pekerjaan ini baru setengah,"" ujarnya.
Memang, Chelsea tak boleh lengah pada leg kedua nanti. Jika kalah 1-3, 2-4 dan seterusnya, mereka justru akan tersingkir karena Porto punya keunggulan agresivitas di kandang lawan.",Bola
"KOMPAS.com - Bayern Muenchen menderita kekalahan saat menjamu Paris Saint-Germain (PSG) di Allianz Arena.
Bermain di markas sendiri, Bayern takluk 2-3 dalam pertandingan yang merupakan leg pertama perempat final Liga Champions 2020-2021.
Bayern Muenchen dikejutkan dengan gol cepat PSG pada menit ketiga lewat aksi Kylian Mbappe.
Die Roten, julukan Bayern Muenchen, semakin terpuruk usai PSG menggandakan keunggulan berkat gol Marquinhos pada menit ke-28.
Baca juga: Hasil Lengkap Liga Champions - PSG Permalukan Bayern, Chelsea Tekuk Porto 
Namun, Eric Maxim Choupo-Moting kembali menumbuhkan harapan Bayern Muenchen usai memperkecil jarak pada menit ke-37.
Tertinggal 1-2 pada babak pertama, Bayern Muenchen tancap gas pada 45 menit kedua.
Upaya Bayern Muenchen membuahkan hasil pada menit ke-60, ketika Thomas Mueller sukses menggetarkan gawang PSG dan mencetak gol penyama kedudukan.
Namun, asa Bayern untuk membalikkan keadaan pupus setelah kebobolan pada menit ke-68.
Gawang Bayern Muenchen yang dikawal Manuel Neuer lagi-lagi menjadi taman bermain Kylian Mbappe.
Menerima umpan Angel Di Maria, Kylian Mbappe lalu menggiring bola dari kiri dan menusuk ke kotak penalti.",Bola
"KOMPAS.com - Kylian Mbappe menjadi aktor utama dalam kemenangan Paris Saint-Germain (PSG) atas Bayern Muenchen pada leg pertama perempat final Liga Champions 2020-2021. 
PSG bertamu ke markas Bayern Muenchen di Allianz Arena, Kamis (8/4/2021) dini hari WIB.
Dalam pertandingan tersebut, Kylian Mbappe mencetak dua gol dalam kemenangan 3-2 PSG atas Bayern Muenchen. 
Seusai laga, Kylian Mbappe mengungkapkan kerja sama tim adalah kunci keberhasilan PSG membungkam tim lawan. 
Baca juga: Hasil Liga Champions, 5 Fakta Menarik Saat Chelsea Taklukkan FC Porto
""Ini adalah pertandingan yang sulit melawan tim terbaik di Eropa saat ini,"" kata Mbappe, seperti dikutip dari situs UEFA.
""Kami bermain bagus sebagai tim. Namun, ini baru leg pertama. Selanjutnya kami harus tampil percaya diri dan bermain lagi seperti sebuah tim.""
""Saya suka bermain melawan pemain terbaik di dunia dan Manuel Neuer adalah salah satu penjaga gawang terbaik dalam sejarah.""
""Saya tidak berhasil mencetak gol melawan dia di final (musim lalu), tetapi saya berharap bisa melakukannya lagi,"" tutur Kylian Mbappe mengakhiri.
Kylian Mbappe membuka keunggulan PSG saat pertandingan baru berjalan tiga menit.
Gol bermula dari umpan Neymar yang diteruskan Mbappe dengan tendangan keras yang gagal diantisipasi kiper Bayern Muenchen, Manuel Neuer.",Bola
"KOMPAS.com - Chelsea tampil sangat impresif ketika melakoni leg pertama babak perempat final Liga Champions 2020-2021, Rabu (7/4/2021) atau Kamis dini hari WIB.
Bermain di Estadio R Sanchez Pizjuan, Seville, Spanyol, yang menjadi markas FC Porto, Chelsea menang 2-0. Dua pemain muda asal Inggris, Mason Mount dan Ben Chilwell, menjadi penentu kesuksesan tim besutan Thomas Tuchel ini.
Mason Mount membawa Chelsea unggul 1-0 pada menit ke-32, sebelum Ben Chiwell menggandakannya pada menit ke-85.
Baca juga: Hasil Liga Champions Porto VS Chelsea, The Blues di Ambang Pintu Semifinal
Alhasil, Chelsea berada di ambang pintu semifinal kompetisi paling elite antarklub Eropa ini. Sebab, mereka hanya butuh bermain imbang atau cukup kalah dengan selisih satu gol ketika memainkan leg kedua pada 14 April nanti.
Namun, Chelsea harus tetap waspada. Sebab, Porto masih punya peluang lolos karena bila menang 3-1 (atau selisih dua gol dan bisa mencetak gol) pada leg kedua nanti, raksasa Liga Portugal tersebut yang berhak maju ke semifinal--unggul agresivitas di kandang lawan.
Nah, laga leg pertama ini menghadirkan sejumlah fakta menarik. Mason Mount bukan hanya meraih gol perdana di pentas Liga Champions. Dia pun mengukir sejarah sebagai pemain termuda Chelsea yang mencetak gol pada fase knock out Liga Champions.
Berikut ini 5 fakta menarik dalam laga Porto vs Chelsea:
1. Gol perdana Mason Mount di pentas Liga Champions
AFP/CRISTINA QUICLER Gelandang Chelsea, Mason Mount, melakukan selebrasi setelah mencetak gol ke gawang FC Porto pada leg pertama babak perempat final Liga Champions di Stadion Ramon Sanchez Pizjuan, Seville on, 7 April 2021.
Mason Mount merupakan jebolan Chelsea U-23. Dia masuk skuad senior Chelsea pada Juli 2019 dan mendapat kesempatan melakukan debut Liga Champions pada 20 Oktober 2020 ketika Chelsea melawan Sevilla.
Hingga kini, Mason Mount sudah tampil tujuh kali di panggung paling bergengsi antarklub Eropa tersebut. Ternyata, dia hanya butuh tujuh penampilan untuk mencetak gol.",Bola
"KOMPAS.com - Kylian Mbappe mulai mengancam Erling Haaland dalam daftar top skor Liga Champions 2020-2021.
Hal itu dipastikan usai Kylian Mbappe mengantarkan Paris Saint-Germain (PSG) menang atas Bayern Muenchen pada leg pertama perempat final.
Duel Bayern vs PSG yang berlangsung di Allianz Arena, Rabu (7/4/2021) atau Kamis dini hari WIB, berakhir 3-2 untuk kemenangan PSG.
Kylian Mbappe mencetak dua gol pada menit ketiga dan ke-68. Sementara itu, satu gol PSG lainnya dicetak Marquinho pada menit ke-28.
Baca juga: Hasil Lengkap Liga Champions - PSG Permalukan Bayern, Chelsea Tekuk Porto 
Adapun gol-gol Bayern Muenchen dibukukan Eric Maxim Choupo-Moting (37') dan Thomas Mueller (60').
Dua gol ke gawang Bayern Muenchen membuat Kylian Mbappe kini mengemas delapan gol di Liga Champions 2020-2021.
Catatan tersebut mendekati torehan gol bomber Borussia Dortmund, Erling Haaland, yang masih memuncaki daftar top skor Liga Champions.
Erling Haaland mencetak 10 gol dari tujuh penampilannya bersama Borussia Dortmund di kompetisi paling elite antarklub di Benua Biru itu.
Pemain berkebangsaan Norwegia itu gagal membukukan gol dalam kekalahan 1-2 Borussia Dortmund dari Manchester City kemarin.
Di bawah Haaland dan Mbappe, ada Neymar, Alvaro Morata, Mohamed Salah, Olivier Giroud, dan Marcus Rashford yang sama-sama mengoleksi enam gol.
Baca juga: Foden dan Haaland Mesra Setelah Laga, Tebar Sinyal?",Bola
"KOMPAS.com - Paris Saint-Germain (PSG) dan Chelsea kompak memetik kemenangan pada laga leg pertama perempat final Liga Champions 2020-2021.
PSG menyambangi markas Bayern Muenchen di Allianz Arena, Kamis (8/4/2021) dini hari WIB.
Duel Bayern vs PSG itu berkesuhan dengan skor 3-2 untuk kemenangan Les Parisiens, julukan Paris Saint-Germain.
PSG menang meyakinkan berkat dwigol Kylian Mbappe (3', 68') dan satu gol lainnya dibukukan Marquinho pas menit ke-28.
Baca juga: Bayern Vs PSG, Bukan Pertunjukan Neymar-Mbappe Semata...
Sementara itu, dua gol balasan Bayern Muenchen masing-masing dicetak Eric Maxim Choupo-Moting (37') dan Thomas Mueller (60').
Hasil ini menjadi modal berharga PSG untuk melakoni leg kedua di kandang sendiri, tepatnya di Stadion Parc des Princes pekan depan.
Dengan modal tiga gol tandang, PSG punya kans yang jauh lebih besar dibandingkan Bayern, untuk maju ke semifinal.
Di sisi lain, Chelsea juga di ambang semifinal setelah mengalahkan Porto.
Bermain di Stadion Ramon Sanchez Pizjuan, The Blues (julukan Chelsea) menang 2-0 atas tim lawan.
Dua gol Chelsea dicetak Mason Mount pada menit ke-32 dan Ben Chilwell pada menit ke-85.",Bola
"KOMPAS.com - Paris Saint-Germain (PSG) mengemas kemenangan atas Bayern Muenchen pada leg pertama perempat final Liga Champions 2020-2021. 
Laga Bayern vs PSG yang berlangsung di Allianz Arena, Rabu (7/4/2021) atau Kamis dini hari WIB, berakhir dengan skor 3-2 untuk kemenangan PSG. 
PSG memimpin lebih dulu lewat gol-gol yang dicetak Kylian Mbappe (3') dan Marquinhos pada menit ke-28.
Bayern Muenchen kemudian membalas melalui gol Eric Maxim Choupo-Moting (37') dan Thomas Mueller (60'). 
Namun, gol Kylian Mbappe pada menit ke-68 memastikan kemenangan Les Parisiens, julukan PSG. 
Baca juga: Hasil Liga Champions Porto VS Chelsea, The Blues di Ambang Pintu Semifinal
Jalannya pertandingan
PSG mencetak gol cepat saat pertandingan baru berjalan tiga menit. Gol bermula dari umpan manis Neymar ke Kylian Mbappe. 
Neymar menggiring bola hingga ke depan kotak penalti sebelum mengopernya ke Mbappe yang diteruskan dengan tendangan keras yang gagal diantisipasi kiper Bayern Muenchen, Manuel Neuer. 
PSG semakin di atas angin kala Marquinhos menggandakan keunggulan pada menit ke-28. 
Neymar kembali menjadi kreator gol PSG. Ia mengirimkan umpan silang yang disambut Marquinhos yang berdiri bebas di kotak penalti.",Bola
"KOMPAS.com - Chelsea berada di ambang pimtu semifinal Liga Champions 2020-2021. Pasalnya, klub berjulukan The Blues ini meraih kemenangan meyakinkan dalam leg pertama babak perempat final, Rabu (7/4/2021) atau Kamis dini hari WIB.
Dalam duel di Estadio R Sanchez Pizjuan yang menjadi markas FC Porto, pasukan biru yang merupakan raksasa Liga Premier ini menang 2-0.
Due pemain muda klub London tersebut, Mason Mount dan Ben Chilwell, menjadi penentu kemenenangan. Mason Mount membawa Chelsea unggul pada menit ke-32, sebelum Ben Chiwell menggandakannya pada menit ke-85.
Baca juga: Thomas Tuchel Bicara Alasan Chelsea Sampai Dicukur West Brom
Dengan hasil ini, Chelsea memiliki pekerjaan yang jauh lebih mudah ketika melakoni leg kedua pada 14 April mendatang. Dengan modal kemenangan dua gol tanpa balas di kandang lawan, mereka hanya perlu bermain imbang.
Andai kalah, toleransinya hanya terpaut satu gol. Artinya, jika kalah 0-1, 1-2, 2-3 dan seterusnya, Chelsea tetap berhak melangkah ke babak empat besar kompetisi paling elite antarklub Eropa ini.
Porto bukannya tak punya peluang untuk lolos. Meski sulit, raksasa sepak bola Liga Portugal ini masih memiliki harapan.
Dragoes alias Si Naga wajib menang dengan selisih dua gol untuk memupus ambisi Chelsea menuju babak empat besar.
Andai menang 2-0 di markas Chelsea, laga akan berlanjut ke babak tambahan untuk menentukan siapa yang lolos.
Namun, apabila menang dengan skor 3-1, 4-2, 5-3 dan seterusnya, Porto yang berhak lolos. Sebab, mereka memiliki agresivitas gol di kandang lawan.
Jalannya pertandingan",Bola
"KOMPAS.com - Juventus menang 2-1 atas Napoli pada laga tunda pekan ketiga Liga Italia 2020-2021.
Duel Juventus vs Napoli itu digelar di Stadion Allianz, Rabu (7/4/2021) malam WIB.
Dua gol kemenangan Bianconeri pada laga ini dicetak oleh Cristiano Ronaldo (13') dan Paulo Dybala.
Sementara, satu-satunya gol Il Partenopei dibukukan oleh Lorenzo Insigne (90') dari titik putih.
Kemenangan ini mengantarkan Si Nyoya Tua ke peringkat ketiga klasemen Liga Italia dengan koleksi 59 poin dari 29 laga.
Baca juga: Juventus Lakukan Dua Kesalahan Sekaligus jika Pecat Andrea Pirlo
Juventus kini hanya tertinggal satu angka dari AC Milan di peringkat kedua dan terpaut 12 poin dari sang capolista Inter Milan.
Adapun Napoli terpaku di peringkat kelima dengan torehan 56 poin.
Jalannya pertandingan
Juventus dan Napoli memeregakan permainan cepat terbuka sejak awal pertandingan.
Juventus yang bersatus sebagai tuan rumah pada laga ini lebih dulu mengancam ketika laga baru berjalan tiga menit.",Bola
"KOMPAS.com - Chelsea akan bertindak sebagai tim tamu pada laga leg pertama perempat final Liga Champions 2020-2021 kontra FC Porto.
Duel Porto vs Chelsea itu dijadwalkan berlangsung di Stadion Ramon Sanchez Pizjuan, Spanyol, Rabu (7/4/2021) malam waktu setempat atau Kamis pukul 02.00 dini hari WIB.
Pertandingan tersebut sejatinya dihelat di markas Porto, Estadio do Dragao, Portugal.
Namun, pemerintah Portugal masih melarang pendatang dari Inggris untuk masuk ke wilayah mereka sehubungan dengan pandemi Covid-19.
Alhasil, UEFA mau tidak mau harus merelokasi duel antara Porto dan Chelsea di tempat netral.
Baca juga: Prediksi Porto Vs Chelsea, Potensi Misi Sulit Berujung Manis The Blues
Porto dan Chelsea lolos ke perempat final setelah sama-sama mengalahkan tim kuat pada babak 16 besar.
The Blues menjegal langkah raksasa Spanyol, Atletico Madrid, dengan keunggulan agregat cukup telak, 3-0.
Chelsea memenangi dua pertemuan kontra Atletico di babak 16 besar, masing-masing dengan skor 1-0 dan 2-0.
Sementara itu, Porto lebih jago lagi. Mereka menghentikan Juventus usai unggul produktivitas gol tandang dalam agregat imbang 4-4.
Porto menang 2-1 pada leg pertama babak 16 besar kontra Juventus. Kemudian mereka kalah tipis 2-3 pada pertemuan berikutnya.
Baca juga: Prediksi Line Up Porto Vs Chelsea, The Blues Lawan Penakluk Ronaldo dkk",Bola
